"","OID_","iso","Language","Family","gFam","Autotyp.area","Region","Number.of.tones","specH.mean"
"2368",1171,"nio","Nganasan","Uralic","Uralic","Northern Eurasia ","Eurasia",0,0.00274833493333333
"2369",138,"nid","Ngandi","Gunwinyku","Gunwinyguan","Northern Australia ","Australia",0,0.0135774683457653
"2370",215,"nam-2","Ngankikurungkurr","Southern Daly","Southern_Daly","Northern Australia ","Australia",0,0.015691807785742
"2371",2425,"nyx","Nganyaywana","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00839609894832945
"2372",2426,"xxx-68","Ngardi","Pama-Nyungan",NA,"Australia ","Australia",0,0.00668816386402486
"2373",3937,"wbp-2","Ngardilpa","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00841585604215229
"2374",2427,"xxx-69","Ngarigu","Pama-Nyungan",NA,"Australia ","Australia",0,0.00679459263830614
"2375",2428,"nay","Ngarinyeri","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00733294930866356
"2376",227,"ung","Ngarinyin","Wororan","Worrorran","Northern Australia ","Australia",0,0.0103105789188034
"2377",1322,"nlr","Ngarla","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.0071650432503885
"2378",2429,"nrl","Ngarluma","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00850697563597514
"2379",2430,"xxx-80","Ngarndji","Mirndi",NA,"Northern Australia ","Australia",0,0.00873791085567211
"2380",182,"nxn","Ngawun","Pama-Nyungan","Pama-Nyungan","Northern Australia ","Australia",0,0.00837968416511266
"2381",2201,"sdj","Ngazidja","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",5,0.0174380789413364
"2382",741,"nga","Ngbaka","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",7,0.0171939957905983
"2383",2260,"ngb","Ngbandi","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",3,0.0178701448212898
"2384",2233,"nge","Ngemba_Mankon","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",2,0.0174789068939394
"2385",3795,"ngt","Ngeq","Austro-Asiatic","Austroasiatic","Southeast Asia ","Eurasia",2,0.0167422589724165
"2386",3030,"nbq","Nggem","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",0,0.0177979303535354
"2387",3409,"nnh","Ngiemboon","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",4,0.0174789068939394
"2388",2261,"jle","Ngile","Kordofanian","Narrow_Talodi","West Africa ","Africa",3,0.0136004093560606
"2389",2262,"xxx-28","Ngiri","Niger-Kongo",NA,"Southern Africa ","Africa",2,0.0178323326612277
"2390",1498,"niy","Ngiti","Nilo-Saharan","Central_Sudanic","Southern Africa ","Africa",4,0.0156356601981352
"2391",183,"wyb","Ngiyambaa","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00580915966414141
"2392",44,"ngi","Ngizim","Afro-Asiatic","Afro-Asiatic","West Africa ","Africa",3,0.0122868704384227
"2393",2431,"xxx-70","Ngkoth","Pama-Nyungan",NA,"Northern Australia ","Australia",0,0.0167059839005439
"2394",3410,"jgo","Ngomba","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",2,0.0174789068939394
"2395",2263,"nmg","Ngumba","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",3,0.0180563223115773
"2396",358,"llp","Nguna","Austronesian","Austronesian","Pacific ","Pacific",0,0.0171321868473193
"2397",2264,"new","Ngwe","Niger-Kongo","Sino-Tibetan","West Africa ","Africa",3,0.0174789068939394
"2398",184,"nha","Nhanda","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.0105795065345765
"2399",4002,"nhd","Nhandeva","Tupi","Tupian","Patagonia ","South America",0,0.0132874010336053
"2400",4003,"yrl","Nheengat∑","Tupi",NA,"Amazon ","South America",0,0.0183927678865579
"2401",433,"nia","Nias","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.0182820062975913
"2402",3031,"nii","Nii","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",2,0.0169529563714064
"2403",3032,"nil","Nila","Austronesian","Austronesian","Pacific ","Pacific",0,0.0186454663461538
"2404",899,"nir","Nimboran","Trans New Guinea","Nimboranic","North New Guinea ","Pacific",0,0.0175709102758353
"2405",3033,"mwi-2","Ninde","Austronesian","Austronesian","Pacific ","Pacific",0,0.0179532961868687
"2406",3034,"nby","Ningera","Trans New Guinea","Border","North New Guinea ","Pacific",0,0.0184464697552448
"2407",3035,"nxr","Ninggirum","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",0,0.0187430518337218
"2408",3036,"niz","Ningil","Torricelli","Nuclear_Torricelli","North New Guinea ","Pacific",0,0.0174953291414141
"2409",929,"nsz","Nisenan","Maiduan","Maiduan","California ","North America",0,0.00662555672610723
"2410",3464,"nsz","Nisenan_Central Hill","Maiduan","Maiduan","California ","North America",0,0.00662555672610723
"2411",934,"ncg","Nisgha","Tsimshian","Tsimshian","Pacific Northwest ","North America",0,0.00642231786829837
"2412",1348,"dap","Nishi","Tibeto-Burman",NA,"South Asia ","Eurasia",3,0.0131466522327117
"2413",3568,"noo-2","Nitinat","Wakashan",NA,"Pacific Northwest ","North America",0,0.0071591282503885
"2414",3037,"num","Niuafo'ou","Austronesian","Austronesian","Pacific ","Pacific",0,0.0176531519133644
"2415",359,"niu","Niue","Austronesian","Austronesian","Pacific ","Pacific",0,0.0168031275097125
"2416",900,"niv","Nivkh","Chukotko-Kamchatkan","Nivkh","North Pacific ","Eurasia",2,0.00472548285608003
"2417",830,"nko","Nkonya","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",0,0.0175536528574204
"2418",776,"cgg","Nkore-Kiga","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",2,0.0144951757867133
"2419",2265,"khu","Nkumbi","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",0,0.0101050103220668
"2420",1518,"fia","Nobiin","Nilo-Saharan","Nubian","North Africa ","Africa",2,0.00525960319483294
"2421",3039,"gaw","Nobonob","Trans New Guinea","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.0169529563714064
"2422",974,"njb","Nocte","Tibeto-Burman","Sino-Tibetan","Southeast Asia ","Eurasia",3,0.0135883932876845
"2423",3219,"yig","Noesu","Tibeto-Burman","Sino-Tibetan","Southeast Asia ","Eurasia",4,0.00972070974087024
"2424",3040,"nkk","Nokuku","Austronesian","Austronesian","Pacific ","Pacific",0,0.0180186795493395
"2425",3418,"lem","Nomaande","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",2,0.0171731030205905
"2426",4004,"not","Nomatsigenga","Arawak","Arawakan","Andes ","South America",2,0.0096493647968143
"2427",777,"nhu","Noni","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",4,0.0163006410402098
"2428",1459,"xxx-20","Nonthaburi Malay","Austronesian",NA,"Southeast Asia ","Eurasia",0,0.0180662993783994
"2429",4005,"noj","Nonuya","Witoto","Huitotoan","Amazon ","South America",0,0.0182238877622378
"2430",1204,"noo","Nootka","Wakashan",NA,"Pacific Northwest ","North America",0,0.0071835896509324
"2431",3569,"nok","Nootsack","Salish","Salishan","Pacific Northwest ","North America",0,0.00651985847358197
"2432",567,"nob","Norwegian","Indo-European",NA,"Europe ","Eurasia",2,0.00517124075407926
"2433",3044,"ncf","Notsi","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0189455591181041
"2434",3046,"xxx-92","Nouri","Skou",NA,"North New Guinea ","Pacific",3,0.0175709102758353
"2435",3263,"nnl-2","Ntenyi","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",0,0.0137841268422688
"2436",778,"nto","Ntomba","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",4,0.0168977471940559
"2437",2432,"dgt","Ntra'ngith","Pama-Nyungan",NA,"Northern Australia ","Australia",0,0.0177524565831391
"2438",275,"nxl","Nuaulu","Austronesian","Austronesian","Pacific ","Pacific",0,0.0188360046717172
"2439",4091,"kcn","Nubi","creole","Afro-Asiatic","Southern Africa ","Africa",0,0.0144193281351981
"2440",885,"kzh","Nubian","Nilo-Saharan","Nubian","West Africa ","Africa",0,0.0136004093560606
"2441",886,"kzh-2","Nubian_Kunuz","Nilo-Saharan","Nubian","North Africa ","Africa",2,0.00467401322183372
"2442",3925,"kte","Nubri","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",5,0.0106403479203574
"2443",881,"nus","Nuer","Nilo-Saharan","Nilotic","Ethiopia ","Africa",4,0.0142825420796426
"2444",2433,"nnv","Nugunu","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00583666094560995
"2445",3897,"mbr","Nukak","Nadahup","Kakua-Nukak","Amazon ","South America",0,0.0182238877622378
"2446",3898,"nuc","Nukini","Panoan","Pano-Tacanan","Amazon ","South America",0,0.0174648897280497
"2447",3047,"nkr","Nukuoro","Austronesian","Austronesian","Pacific ","Pacific",0,0.0191512627408702
"2448",3048,"nur","Nukuria","Austronesian","Austronesian","Pacific ","Pacific",0,0.0190320213344988
"2449",3049,"tgs","Num","Austronesian","Austronesian","Pacific ","Pacific",0,0.018575786981352
"2450",3050,"nop","Numanggang","Trans New Guinea","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.016431737020202
"2451",3051,"sij","Numbami","Austronesian","Austronesian","South New Guinea ","Pacific",0,0.0174866709770785
"2452",3052,"kdk","Numee_Naa Kwenyii","Austronesian","Austronesian","Pacific ","Pacific",0,0.014327024461927
"2453",2434,"xxx-81","Nunagal","Pama-Nyungan",NA,"Australia ","Australia",0,0.0100988787560218
"2454",3570,"xxx-45","Nunavut","Eskimo-Aleut",NA,"Eastern North America ","North America",0,0.00285488917047397
"2455",1053,"nut","Nung","Tai-Kadai","Tai-Kadai","Southeast Asia ","Eurasia",4,0.0159176864656177
"2456",2435,"nug","Nungali","Mirndi","Mirndi","Northern Australia ","Australia",0,0.011602275994561
"2457",141,"nuy","Nunggubuyu","Gunwinyku","Gunwinyguan","Northern Australia ","Australia",0,0.0135774683457653
"2458",3053,"eri","Nuru","Trans New Guinea","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.016431737020202
"2459",1341,"nev","Nyaheun","Austro-Asiatic","Austroasiatic","Southeast Asia ","Eurasia",0,0.0167422589724165
"2460",1502,"cbn","Nyahkur","Austro-Asiatic","Austroasiatic","Southeast Asia ","Eurasia",0,0.0171231826408314
"2461",2266,"nyy","Nyakyusa","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",0,0.0112583989599845
"2462",2436,"nly","Nyamal","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.0071650432503885
"2463",2042,"nyp","Nyangi","Nilo-Saharan","Kuliak","Southern Africa ","Africa",2,0.0144831693420746
"2464",185,"nna","Nyangumarta","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00991896459615385
"2465",3054,"wut-2","Nyao","Skou","Sko","North New Guinea ","Pacific",5,0.0184464697552448
"2466",2280,"rim","Nyaturu_Rimi","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",2,0.0112262216882284
"2467",186,"nyt","Nyawaygi","Pama-Nyungan","Pama-Nyungan","Northern Australia ","Australia",0,0.0117184081777389
"2468",142,"nyh","Nyigina","Nyulnyul","Nyulnyulan","Northern Australia ","Australia",0,0.0139879753331391
"2469",887,"nyi","Nyimang","Nilo-Saharan","Nyimang","West Africa ","Africa",3,0.0135326661845377
"2470",3055,"lid","Nyindrou","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0195728509654235
"2471",4078,"nor","Nynorsk","Indo-European","Indo-European","Europe ","Eurasia",2,0.00517124075407926
"2472",3417,"baz-2","Nyokon","Niger-Kongo",NA,"West Africa ","Africa",2,0.0163006410402098
"2473",2268,"nuj","Nyole","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",4,0.0139981181993007
"2474",782,"nro","Nyoro","Niger-Kongo",NA,"Southern Africa ","Africa",2,0.0156356601981352
"2475",143,"nyv","Nyulnyul","Nyulnyul","Nyulnyulan","Northern Australia ","Australia",0,0.0139879753331391
"2476",1296,"nys","Nyungar","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00905568468531469
"2477",2269,"nyu","Nyungwe","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",0,0.0120578666447164
"2478",1534,"xxx-48","Nzadi","Niger-Kongo",NA,"Southern Africa ","Africa",5,0.0162940924145299
"2479",742,"nzk","Nzakara","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",5,0.0178701448212898
"2480",2270,"nzb","Nzebi","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",4,0.0170110652602953
"2481",2271,"nzi","Nzema","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",3,0.018372138459596
"2482",1196,"ood","O'odham","Uto-Aztecan","Uto-Aztecan","Western North America ","North America",0,0.00533565443492618
"2483",1362,"afz","Obokwi","Lakes Plains","Lakes_Plain","New Guinea Highlands ","Pacific",4,0.0184150213869464
"2484",798,"ann","Obolo","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",0,0.0185134842851593
"2485",3571,"oca","Ocaina","Witoto","Huitotoan","Amazon ","South America",2,0.0179904138986014
"2486",3796,"oci","Occitan","Indo-European","Indo-European","Europe ","Eurasia",0,0.00740056570901321
"2487",2272,"odu","Odual","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",3,0.0183740472494172
"2488",4008,"opy","Ofay?","Macro-Je",NA,"Amazon ","South America",0,0.0144972593152681
"2489",2043,"ogb","Ogbia","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",2,0.0183740472494172
"2490",1137,"oia","Oirata","Timor-Alor-Pantar","Timor-Alor-Pantar","Pacific ","Pacific",2,0.0180504046095571
"2491",55,"ojg","Ojibwe","Algic","Algic","Eastern North America ","North America",0,0.00614019803399378
"2492",3572,"oka","Okanagan","Salish","Salishan","Western North America ","North America",0,0.00564720554390054
"2493",2068,"ryu","Okinawan","Japonic","Japonic","Southeast Asia ","Pacific",2,0.0158703353321678
"2494",3797,"ryu-2","Okinawan-2","Japonic","Japonic","Southeast Asia ","Eurasia",2,0.0158703353321678
"2495",3056,"kqv","Okolod Murut","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.0175545499164724
"2496",905,"opm","Oksapmin","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",0,0.0179879601573427
"2497",3411,"oku","Oku","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",2,0.0163006410402098
"2498",3798,"ulc","Olcha","Tungusic","Tungusic","North Pacific ","Eurasia",0,0.00469087907676768
"2499",1414,"chu","Old Church Slavonic","Indo-European","Indo-European","Europe ","Eurasia",0,0.00697476707983683
"2500",4084,"ang","Old English","Indo-European","Indo-European","Europe ","Eurasia",0,0.00710836972008547
"2501",4173,"fro","Old French","Indo-European","Indo-European","Europe ","Eurasia",0,0.00721674414024864
"2502",4099,"non","Old Norse","Indo-European","Indo-European","Europe ","Eurasia",0,0.00577932017463092
"2503",3799,"ojp","Old_Japanese","Japonic","Japonic","North Pacific ","Eurasia",2,0.0114923143865579
"2504",1439,"ole","Olekha","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",2,0.0137997874213287
"2505",2437,"kjn-2","Olgol","Pama-Nyungan","Pama-Nyungan","Northern Australia ","Australia",0,0.0152551283236208
"2506",1070,"ong","Olo","Torricelli","Nuclear_Torricelli","North New Guinea ","Pacific",0,0.0174953291414141
"2507",3057,"xxx-1","Olrata","Austronesian",NA,"Pacific ","Pacific",0,0.018575786981352
"2508",3573,"plo","Oluta Popoluca","Mixe-Zoque","Mixe-Zoque","Central America ","North America",0,0.0160060400019425
"2509",4009,"omg","Omagua","Tupi","Tupian","Amazon ","South America",0,0.018082869044289
"2510",1032,"oma","Omaha","Siouan","Siouan","Western North America ","North America",0,0.00729537088480964
"2511",2275,"oml","Ombo","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",4,0.0176323481633644
"2512",25,"wal","Ometo","Afro-Asiatic","Ta-Ne-Omotic","Ethiopia ","Africa",0,0.0127948201095571
"2513",1117,"aom","Omie","Trans New Guinea","Koiarian","South New Guinea ","Pacific",0,0.0182786253146853
"2514",1072,"aun","One","Torricelli","Nuclear_Torricelli","North New Guinea ","Pacific",2,0.0175709102758353
"2515",3059,"onk","One _Kabore","Torricelli",NA,"North New Guinea ","Pacific",0,0.0175709102758353
"2516",3058,"oin","One_Inebu","Torricelli","Nuclear_Torricelli","North New Guinea ","Pacific",0,0.0175709102758353
"2517",3060,"aun-2","One_Kara","Torricelli","Nuclear_Torricelli","North New Guinea ","Pacific",0,0.0175709102758353
"2518",3061,"okk","One_Kwamtim","Torricelli","Nuclear_Torricelli","North New Guinea ","Pacific",0,0.0175709102758353
"2519",3063,"onr","One_Romei","Torricelli","Nuclear_Torricelli","North New Guinea ","Pacific",0,0.0174953291414141
"2520",3064,"aun-3","One_Siama","Torricelli","Nuclear_Torricelli","North New Guinea ","Pacific",0,0.0175709102758353
"2521",618,"one","Oneida","Iroquoian","Iroquoian","Eastern North America ","North America",2,0.00763722998329448
"2522",4154,"oog","Ong","Austro-Asiatic","Austroasiatic","Southeast Asia ","Eurasia",0,0.0167422589724165
"2523",91,"oon","Onge","Andaman","Jarawa-Onge","Southeast Asia ","Eurasia",0,0.018666048490676
"2524",1273,"oni","Onin","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0189964447610723
"2525",1109,"ons","Ono","Trans New Guinea","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.016431737020202
"2526",3574,"ono","Onondaga","Iroquoian","Iroquoian","Eastern North America ","North America",0,0.00763722998329448
"2527",3575,"hei","Oowekyala","Wakashan","Wakashan","Pacific Northwest ","North America",0,0.00657977012140637
"2528",66,"mvf","Ordos","Mongolic","Mongolic","Northern Eurasia ","Eurasia",0,0.00580918817055167
"2529",581,"ori","Oriya","Indo-European",NA,"South Asia ","Eurasia",0,0.0155730368585859
"2530",3065,"orz","Ormu","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0184464697552448
"2531",2044,"oru","Ormuri","Indo-European","Indo-European","South Asia ","Eurasia",0,0.00714716956954157
"2532",3899,"orw-2","Oro_Eo","Chapacura","Chapacuran","Amazon ","South America",0,0.0156293154079254
"2533",3900,"orw","Oro_Win","Chapacura","Chapacuran","Amazon ","South America",0,0.0156293154079254
"2534",3801,"oac","Oroch","Tungusic","Tungusic","North Pacific ","Eurasia",0,0.00558397970555556
"2535",3066,"ora","Oroha","Austronesian","Austronesian","Pacific ","Pacific",0,0.019128857024087
"2536",71,"oaa","Orok","Tungusic","Tungusic","North Pacific ","Eurasia",0,0.00494705442773893
"2537",1085,"ork","Orokaiva","Trans New Guinea",NA,"South New Guinea ","Pacific",0,0.0182786253146853
"2538",3067,"oro","Orokolo","Trans New Guinea","Eleman","South New Guinea ","Pacific",3,0.0181360316919192
"2539",19,"hae","Oromo","Afro-Asiatic","Afro-Asiatic","Ethiopia ","Africa",2,0.0142269486998834
"2540",1066,"ury","Orya","Orya","Tor-Orya","North New Guinea ","Pacific",0,0.0182464219522145
"2541",1033,"osa","Osage","Siouan","Siouan","Eastern North America ","North America",0,0.00980254941860917
"2542",1569,"osc","Oscan","Indo-European","Indo-European","Europe ","Eurasia",0,0.00964484055866356
"2543",3802,"tur-3","Osmanli","Turkic","Turkic","Middle East ","Eurasia",0,0.00645779386985237
"2544",592,"oss","Ossetian","Indo-European","Indo-European","Middle East ","Eurasia",0,0.00679422693356643
"2545",1460,"kca-2","Ostyak","Uralic","Uralic","Northern Eurasia ","Eurasia",0,0.00437131055664336
"2546",910,"otm","Otomi","Otomanguean","Otomanguean","Central America ","North America",2,0.0114666244636752
