"","OID_","iso","Language","Family","gFam","Autotyp.area","Region","Number.of.tones","specH.mean"
"3216",843,"tem","Temne","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",4,0.0182176324378399
"3217",3851,"tmo","Temoq","Austro-Asiatic","Austroasiatic","Southeast Asia ","Eurasia",0,0.0183690177583528
"3218",1300,"tes","Tengger","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.0182971446639472
"3219",4028,"pah","Tenharim","Tupi","Tupian","Amazon ","South America",0,0.0184339736538462
"3220",3852,"nan-4","Teochew","Tibeto-Burman","Sino-Tibetan","Southeast Asia ","Eurasia",7,0.016737222736014
"3221",383,"tio","Teop","Austronesian","Austronesian","Pacific ","Pacific",0,0.0190979505167055
"3222",3618,"mxp-2","Tepantlali South Highland Mixe","Mixe-Zoque","Mixe-Zoque","Central America ","North America",0,0.0160060400019425
"3223",3619,"mxp-3","Tepuxtepec South Highland Mixe","Mixe-Zoque","Mixe-Zoque","Central America ","North America",0,0.0160060400019425
"3224",13,"ttr","Tera","Afro-Asiatic","Afro-Asiatic","West Africa ","Africa",3,0.0122868704384227
"3225",3930,"ter","Terena","Arawak",NA,"Patagonia ","South America",0,0.0148465914733877
"3226",478,"tfr","Teribe","Chibchan","Chibchan","Central America ","North America",2,0.0186325900135975
"3227",1215,"tft","Ternate","WestPapuan","North_Halmahera","Pacific ","Pacific",0,0.0187525773698524
"3228",1549,"max","Ternate Malay","Austronesian","Austronesian","Pacific ","Pacific",0,0.0187525773698524
"3229",1558,"ter","Ter?na","Arawak",NA,"Patagonia ","South America",2,0.0148465914733877
"3230",2313,"tll","Tetela","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",4,0.0165560943444056
"3231",279,"tet","Tetun","Austronesian","Austronesian","Pacific ","Pacific",0,0.0180467343240093
"3232",3249,"tve","Teun","Austronesian","Austronesian","Pacific ","Pacific",0,0.0186454663461538
"3233",4029,"teh-2","Teushen","Chonan","Chonan","Patagonia ","South America",0,0.00475338189413364
"3234",1020,"tcz","Thadou","Tibeto-Burman","Sino-Tibetan","Southeast Asia ","Eurasia",2,0.0137841268422688
"3235",1055,"tha","Thai","Tai-Kadai","Tai-Kadai","Southeast Asia ","Eurasia",5,0.0171231826408314
"3236",3853,"nod","Thai_Northern","Tai-Kadai","Tai-Kadai","Southeast Asia ","Eurasia",5,0.015984959018648
"3237",3854,"tdd-2","Thai_Nua","Tai-Kadai","Tai-Kadai","Southeast Asia ","Eurasia",5,0.0164962813700466
"3238",993,"ths","Thakali","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",4,0.0106403479203574
"3239",994,"thf","Thangmi","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",0,0.0132493651773504
"3240",3250,"ssf","Thao","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.0170971378360528
"3241",2314,"thk","Tharaka","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",0,0.0113696072185315
"3242",157,"dhr","Tharrkari","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.0116300556583139
"3243",3855,"thm","Thavung","Austro-Asiatic","Austroasiatic","Southeast Asia ","Eurasia",4,0.0164962813700466
"3244",2448,"xtv","Thawa","Pama-Nyungan",NA,"Australia ","Australia",0,0.00837173362917638
"3245",1484,"adx-2","Themchen","Tibeto-Burman","Sino-Tibetan","Northern Eurasia ","Eurasia",0,0.00465453581565657
"3246",955,"thp","Thompson","Salish","Salishan","Pacific Northwest ","North America",0,0.00651985847358197
"3247",4110,"txh","Thracian","Indo-European","Indo-European","Europe ","Eurasia",0,0.00855602493706294
"3248",1283,"tdh","Thulung","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",0,0.0136147084446387
"3249",3251,"mnl","Tiale","Austronesian","Austronesian","Pacific ","Pacific",0,0.0179532961868687
"3250",3946,"khg-3","Tibetan_Gagatang","Tibeto-Burman","Sino-Tibetan","Southeast Asia ","Eurasia",4,0.0115538669343434
"3251",1061,"tca","Ticuna","Ticuna","Ticuna-Yuri","Amazon ","South America",8,0.0191075366142191
"3252",1216,"tvo","Tidore","WestPapuan","North_Halmahera","Pacific ","Pacific",0,0.0187525773698524
"3253",3252,"tif","Tifal","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",0,0.0187430518337218
"3254",384,"tgc","Tigak","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0193194798096348
"3255",3253,"tgc-2","Tigak_Islands","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0193194798096348
"3256",3254,"tgc-3","Tigak_South","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0193194798096348
"3257",3255,"tgc-4","Tigak_West","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0193194798096348
"3258",37,"tir","Tigrinya","Afro-Asiatic","Afro-Asiatic","Ethiopia ","Africa",0,0.0118150448253691
"3259",36,"tig","Tigr?","Afro-Asiatic",NA,"Ethiopia ","Africa",0,0.0119852854747475
"3260",3256,"mbt","Tigwa Manobo","Austronesian","Austronesian","Pacific ","Pacific",0,0.0189142324145299
"3261",4180,"txq","Tii","Austronesian","Austronesian","Pacific ","Pacific",0,0.0184341980011655
"3262",788,"tik","Tikar","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",4,0.0163006410402098
"3263",3257,"tkp","Tikopia","Austronesian","Austronesian","Pacific ","Pacific",0,0.0187263670940171
"3264",3620,"til","Tillamook","Salish","Salishan","Pacific Northwest ","North America",0,0.00720821737975913
"3265",3258,"tim","Timbe","Trans New Guinea","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.016431737020202
"3266",1063,"xxx-29","Timucua","Timucua",NA,"Eastern North America ","North America",0,0.013662276291181
"3267",265,"tih","Timugon","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.018413293978244
"3268",3259,"dtp-2","Tindal","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.018413293978244
"3269",3856,"tin","Tindi","Nakh-Daghestanian","Nakh-Daghestanian","Middle East ","Eurasia",0,0.00654397926787102
"3270",3912,"tit","Tinigua","Tinigua","Tinigua","Amazon ","South America",0,0.0177057886519037
"3271",3260,"tpz","Tinputz","Austronesian","Austronesian","Pacific ","Pacific",2,0.0190979505167055
"3272",3261,"xxx-57","Tirax","Austronesian",NA,"Pacific ","Pacific",0,0.0179532961868687
"3273",385,"cir","Tiri","Austronesian","Austronesian","Pacific ","Pacific",0,0.0150983943958819
"3274",2725,"cir-2","Tiri-2","Austronesian","Austronesian","Pacific ","Pacific",0,0.014327024461927
"3275",466,"tri","Tiriy?","Cariban",NA,"Amazon ","South America",0,0.0180475918162393
"3276",2315,"tic","Tiro","Kordofanian","Heiban","West Africa ","Africa",3,0.0136004093560606
"3277",2054,"tiy","Tiruray","Austronesian",NA,"Pacific ","Pacific",0,0.0190148113714064
"3278",3262,"iii","Tiruray","Tibeto-Burman",NA,"Southeast Asia ","Eurasia",0,0.0097929533541181
"3279",789,"tiv","Tiv","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",2,0.0165966920299145
"3280",1435,"lax","Tiwa","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",3,0.0131466522327117
"3281",3923,"tix","Tiwa_Southern","Kiowa-Tanoan","Kiowa-Tanoan","Western North America ","North America",2,0.00513874003457653
"3282",218,"tiw","Tiwi","Tiwi","Tiwi","Northern Australia ","Australia",0,0.0172577677486402
"3283",3621,"mxp","Tlahuitoltepec South Highland Mixe","Mixe-Zoque","Mixe-Zoque","Central America ","North America",0,0.0160060400019425
"3284",1044,"tpx","Tlapanec","Tlapanec","Otomanguean","Central America ","North America",3,0.0175253850854701
"3285",711,"tli","Tlingit","Na-Dene","Athapaskan-Eyak-Tlingit","Pacific Northwest ","North America",2,0.00647152795998446
"3286",1427,"tub","T?batulabal","Uto-Aztecan",NA,"California ","North America",0,0.006232086749223
"3287",1189,"par","T?mpisa","Uto-Aztecan",NA,"Western North America ","North America",0,0.00515026686849262
"3288",2055,"tqo","Toaripi","Trans New Guinea","Eleman","South New Guinea ","Pacific",0,0.0174866709770785
"3289",526,"tob","Toba","Guaicuruan","Guaicuruan","Patagonia ","South America",0,0.0112822064479409
"3290",421,"bbc","Toba_Batak","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.0183198359110334
"3291",386,"tti","Tobati","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0184464697552448
"3292",1217,"tlb","Tobelo","WestPapuan","North_Halmahera","Pacific ","Pacific",0,0.0187525773698524
"3293",3264,"tbv","Tobo","Trans New Guinea",NA,"North New Guinea ","Pacific",0,0.016431737020202
"3294",1337,"xxx-30","Tocharian","Indo-European",NA,"Northern Eurasia ","Eurasia",0,0.00650795601554002
"3295",2316,"taz","Tocho","Kordofanian","Narrow_Talodi","West Africa ","Africa",3,0.0136004093560606
"3296",3857,"tcx","Toda","Dravidian","Dravidian","South Asia ","Eurasia",0,0.0180547997804973
"3297",3858,"kim","Tofa","Turkic","Turkic","Northern Eurasia ","Eurasia",0,0.0043253912719697
"3298",4096,"jpn-2","Tohoku","Japonic","Japonic","North Pacific ","Eurasia",2,0.00867118134032634
"3299",685,"toj","Tojolabal","Mayan","Mayan","Central America ","North America",0,0.0169066000524476
"3300",1239,"tpi","Tok Pisin","creole","Indo-European","North New Guinea ","Pacific",0,0.0191075927913753
"3301",387,"tkl","Tokelauan","Austronesian","Austronesian","Pacific ","Pacific",0,0.0192165727505828
"3302",3265,"tkd","Tokodede","Austronesian","Austronesian","Pacific ","Pacific",0,0.0179713804506604
"3303",1064,"jic","Tol","Jicaque","Jicaquean","Central America ","North America",0,0.0160878271056721
"3304",412,"lbw","Tolaki","Austronesian","Austronesian","Pacific ","Pacific",0,0.0184522470143745
"3305",3266,"tlr-2","Tolo","Austronesian","Austronesian","Pacific ","Pacific",0,0.0191850258547009
"3306",3267,"tlm","Tolomako","Austronesian","Austronesian","Pacific ","Pacific",0,0.0179532961868687
"3307",3622,"tol","Tolowa","Na-Dene","Athapaskan-Eyak-Tlingit","California ","North America",2,0.00752633479623155
"3308",3268,"tdi","Tomadino","Austronesian","Austronesian","Pacific ","Pacific",0,0.0180044228535354
"3309",3269,"txa","Tombonuwo","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.0186642353787879
"3310",3270,"tom","Tombulu","Austronesian","Austronesian","Pacific ","Pacific",0,0.0183974427078477
"3311",3271,"bfh","Tonda","South New Guinea","Morehead-Wasur","South New Guinea ","Pacific",0,0.0194966563791764
"3312",413,"tdn","Tondano","Austronesian","Austronesian","Pacific ","Pacific",0,0.0187695439452214
"3313",790,"toi","Tonga","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",2,0.00985542475330225
"3314",389,"ton","Tongan","Austronesian","Austronesian","Pacific ","Pacific",0,0.015774931497669
"3315",1065,"tqw","Tonkawa","Tonkawa","Tonkawa","Western North America ","North America",0,0.0140228234005439
"3316",3272,"tnw","Tonsawang","Austronesian","Austronesian","Pacific ","Pacific",0,0.0183974427078477
"3317",3273,"txs","Tonsea","Austronesian","Austronesian","Pacific ","Pacific",0,0.0187695439452214
"3318",3274,"tnt","Tontemboan","Austronesian","Austronesian","Pacific ","Pacific",0,0.0183974427078477
"3319",3275,"toy","Topoiyo","Austronesian","Austronesian","Pacific ","Pacific",0,0.0183610256682207
"3320",390,"mlu","Toqabaqita","Austronesian","Austronesian","Pacific ","Pacific",0,0.0191607352758353
"3321",3276,"sda","Toraja Kesu'","Austronesian","Austronesian","Pacific ","Pacific",0,0.0185419442890443
"3322",414,"rth","Toratan","Austronesian","Austronesian","Pacific ","Pacific",0,0.0187695439452214
"3323",3277,"ttu","Torau","Austronesian","Austronesian","Pacific ","Pacific",0,0.0190899393609169
"3324",3913,"trz","Torﬂ","Chapacura",NA,"Amazon ","South America",0,0.0184339736538462
"3325",586,"trw","Torwali","Indo-European","Indo-European","South Asia ","Eurasia",4,0.00991347902719503
"3326",3278,"txe","Totoli","Austronesian","Austronesian","Pacific ","Pacific",0,0.0190449853768454
"3327",1073,"tlc","Totonac","Totonacan","Totonacan","Central America ","North America",0,0.0135397317084305
"3328",3623,"mto","Totontepec North Highland Mixe","Mixe-Zoque","Mixe-Zoque","Central America ","North America",0,0.0160060400019425
"3329",1238,"tqu","Touo","Touo","Touo","Pacific ","Pacific",0,0.0191801465190365
"3330",3279,"tip","Trimuris","Kwerba","Greater_Kwerba","North New Guinea ","Pacific",0,0.0184150213869464
"3331",4030,"trn","Trinitario","Arawak","Arawakan","Amazon ","South America",0,0.0145083481002331
"3332",4159,"nob-2","Trondheim","Indo-European",NA,"Europe ","Eurasia",2,0.00462230495415695
"3333",1142,"tpy","Trumai","Trumai","Trumai","Amazon ","South America",0,0.0147937007618493
"3334",445,"cof","Tsafiki","Barbacoan","Barbacoan","Andes ","South America",0,0.0158830371212121
"3335",724,"tkr","Tsakhur","Nakh-Daghestanian","Nakh-Daghestanian","Middle East ","Eurasia",0,0.00676271497804973
"3336",1545,"huq","Tsat","Austronesian","Austronesian","Southeast Asia ","Eurasia",5,0.0172407490734266
"3337",717,"ddo","Tsez","Nakh-Daghestanian","Nakh-Daghestanian","Middle East ","Eurasia",0,0.00654397926787102
"3338",996,"tsj","Tshangla","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",0,0.0134201578290598
"3339",2317,"hio","Tsoa","Khoe","Khoe-Kwadi","Southern Africa ","Africa",3,0.00829724901923077
"3340",2318,"tso","Tsonga","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",2,0.0112201079646465
"3341",438,"tsu","Tsou","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.0170971378360528
"3342",728,"bbl","Tsova-Tush","Kartvelian","Nakh-Daghestanian","Middle East ","Eurasia",0,0.00654397926787102
"3343",1539,"ttz","Tsum","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",4,0.0094298995042735
"3344",2319,"tsc","Tswa","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",2,0.0128759411761849
"3345",2320,"tsn","Tswana","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",2,0.00761963061790987
"3346",3280,"pmt","Tuamotuan","Austronesian","Austronesian","Pacific ","Pacific",0,0.0174275782012432
"3347",3281,"tte","Tubetube","Austronesian","Austronesian","South New Guinea ","Pacific",0,0.0182221768667444
"3348",889,"tuq","Tubu","Nilo-Saharan","Saharan","North Africa ","Africa",0,0.00456739080749806
"3349",3282,"aut-3","Tubuai","Austronesian","Austronesian","Pacific ","Pacific",0,0.0174330391958042
"3350",1149,"tuo","Tucano","Tucanoan","Tucanoan","Amazon ","South America",2,0.0180299208216783
"3351",280,"tzn","Tugun","Austronesian","Austronesian","Pacific ","Pacific",0,0.0180504046095571
"3352",1446,"tji","Tujia","Tibeto-Burman","Sino-Tibetan","Southeast Asia ","Eurasia",4,0.0122190963385781
"3353",415,"khc","Tukang_Besi","Austronesian","Austronesian","Pacific ","Pacific",0,0.0185541485042735
"3354",507,"tcy","Tulu","Dravidian","Dravidian","South Asia ","Eurasia",0,0.0171548168473193
"3355",3283,"iou","Tuma-Irumu","Trans New Guinea","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.016431737020202
"3356",2321,"tmc","Tumak","Afro-Asiatic","Afro-Asiatic","West Africa ","Africa",5,0.0139283709180264
"3357",391,"tmq","Tumleo","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0174953291414141
"3358",473,"tnd","Tunebo","Chibchan","Chibchan","Amazon ","South America",0,0.0148890341588967
"3359",791,"baz","Tunen","Niger-Kongo",NA,"West Africa ","Africa",2,0.0171731030205905
"3360",392,"lcm","Tungak","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0188479518550894
"3361",1151,"tun","Tunica","Tunica","Tunica","Eastern North America ","North America",0,0.0121937654028749
"3362",3284,"tjg","Tunjung","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.0198013607031857
"3363",3285,"bzf-2","Tuo","Sepik","Ndu","North New Guinea ","Pacific",0,0.0174953291414141
"3364",3914,"tpr","Tupar?","Tupi",NA,"Amazon ","South America",0,0.0149232652614608
"3365",2322,"neb","Tura","Mande","Mande","West Africa ","Africa",4,0.0175634382187257
"3366",884,"tuv","Turkana","Nilo-Saharan","Nilotic","Southern Africa ","Africa",3,0.0144831693420746
"3367",84,"tur","Turkish","Turkic","Turkic","Middle East ","Eurasia",0,0.00757150248271173
"3368",77,"crh","Turkish_Crimean","Turkic","Turkic","Europe ","Eurasia",0,0.00859020273290598
"3369",3704,"tur-2","Turkish_Cypriot","Turkic","Turkic","Middle East ","Eurasia",0,0.012812219711927
"3370",85,"tuk","Turkmen","Turkic","Turkic","Northern Eurasia ","Eurasia",0,0.00428985297999223
"3371",3859,"tuk-2","Turkmen_Chagatay","Turkic","Turkic","Northern Eurasia ","Eurasia",0,0.00479041581701632
"3372",1284,"try","Turung","Tibeto-Burman","Tai-Kadai","Southeast Asia ","Eurasia",3,0.0135883932876845
"3373",620,"tus","Tuscarora","Iroquoian","Iroquoian","Eastern North America ","North America",3,0.0108282536462704
"3374",2323,"wib","Tusya","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",3,0.0137315616326729
"3375",3625,"ttm","Tutchone","Na-Dene","Athapaskan-Eyak-Tlingit","Pacific Northwest ","North America",2,0.00404214446348096
"3376",1519,"tvt","Tutsa","Tibeto-Burman","Sino-Tibetan","Southeast Asia ","Eurasia",2,0.0135883932876845
"3377",3286,"tmi","Tutuba","Austronesian","Austronesian","Pacific ","Pacific",0,0.0179532961868687
"3378",86,"tyv","Tuva","Turkic","Turkic","Northern Eurasia ","Eurasia",0,0.00515933150811966
"3379",393,"tvl","Tuvalu","Austronesian","Austronesian","Pacific ","Pacific",0,0.0194600957284382
"3380",1150,"tue","Tuyuca","Tucanoan","Tucanoan","Amazon ","South America",2,0.0180299208216783
"3381",2324,"udu","Twampa","Nilo-Saharan","Koman","Ethiopia ","Africa",0,0.0151010292216395
"3382",3626,"twa","Twana","Salish","Salishan","Pacific Northwest ","North America",0,0.0071591282503885
"3383",2325,"aka-3","Twi","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",3,0.018372138459596
"3384",140,"woa","Tyeraity","Northern Daly","Northern_Daly","Northern Australia ","Australia",0,0.0175196693997669
"3385",2326,"tuz","Tyurama","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",0,0.0135367023084693
"3386",687,"tzj","Tz'utujil","Mayan","Mayan","Central America ","North America",0,0.0184131461752137
"3387",1426,"tzh","Tzeltal_Aguacatenango","Mayan","Mayan","Central America ","North America",0,0.0180803604506605
"3388",686,"tzc","Tzotzil","Mayan",NA,"Central America ","North America",2,0.0159898933411033
"3389",1536,"xxx-61","U","Austro-Asiatic",NA,"Southeast Asia ","Eurasia",4,0.0127566820036908
"3390",1304,"aoz","Uab Meto","Austronesian","Austronesian","Pacific ","Pacific",0,0.0181520703108003
"3391",3287,"ksj","Uare","Trans New Guinea","Kwalean","South New Guinea ","Pacific",0,0.0186935378593629
"3392",904,"uby","Ubykh","North-west Caucasus","Abkhaz-Adyge","Middle East ","Eurasia",0,0.00911972341239316
"3393",725,"udi","Udi","Nakh-Daghestanian","Nakh-Daghestanian","Middle East ","Eurasia",0,0.00703468112956488
"3394",72,"ude","Udihe","Tungusic","Tungusic","North Pacific ","Eurasia",0,0.00589860771441336
"3395",1457,"udm","Udmurt","Uralic","Uralic","Northern Eurasia ","Eurasia",0,0.00539649439718337
"3396",3288,"nuf","Ughele","Tibeto-Burman",NA,"Southeast Asia ","Eurasia",0,0.0122121606353924
"3397",3624,"ugo","Ugong","Tibeto-Burman","Sino-Tibetan","Southeast Asia ","Eurasia",5,0.0186575377331002
"3398",87,"uig","Uighur","Turkic","Turkic","Northern Eurasia ","Eurasia",0,0.00652800879137529
"3399",616,"ukr","Ukrainian","Indo-European","Indo-European","Northern Eurasia ","Eurasia",0,0.00649510023620824
"3400",2327,"ukw","Ukwuani","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",2,0.0187216013752914
"3401",3289,"uli","Ulithian","Austronesian","Austronesian","Pacific ","Pacific",0,0.0194136046095571
"3402",4056,"sum-2","Ulwa","Misumalpan",NA,"Central America ","North America",0,0.0169349510625486
"3403",416,"ppk","Uma","Austronesian","Austronesian","Pacific ","Pacific",0,0.0183610256682207
"3404",3290,"gdn","Umanakaina","Trans New Guinea","Dagan","South New Guinea ","Pacific",0,0.0183432960975136
"3405",1570,"xum","Umbrian","Indo-European","Indo-European","Europe ","Eurasia",0,0.0105177963537296
"3406",2449,"umr","Umbugarla","Darwin","Umbugarla","Northern Australia ","Australia",0,0.015691807785742
"3407",1481,"umb","UMbundu","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",2,0.0125521601285936
"3408",2240,"umb-2","UMbundu-2","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",0,0.0125521601285936
"3409",2450,"umg","Umbuykamu","Pama-Nyungan","Pama-Nyungan","Northern Australia ","Australia",0,0.0161905307575758
"3410",3915,"umo","Umotina","Macro-Je","Bororoan","Amazon ","South America",0,0.0149873803974359
"3411",2451,"ump","Umpila","Pama-Nyungan","Pama-Nyungan","Northern Australia ","Australia",0,0.0161905307575758
"3412",1131,"mtg","Una","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",2,0.0177979303535354
"3413",4059,"esu-3","Unaaliq","Eskimo-Aleut","Eskimo-Aleut","Pacific Northwest ","North America",0,0.0039642612965812
"3414",3291,"onu","Unua","Austronesian","Austronesian","Pacific ","Pacific",0,0.0179532961868687
"3415",3860,"mng","Uon_Nju±_Rolom","Austro-Asiatic",NA,"Southeast Asia ","Eurasia",0,0.018136469965035
"3416",394,"uur","Ura","Austronesian",NA,"Pacific ","Pacific",0,0.0162276186208236
"3417",4183,"kjz-2","Ura","Tibeto-Burman",NA,"South Asia ","Eurasia",0,0.0134201578290598
"3418",193,"urf","Uradhi","Pama-Nyungan",NA,"Northern Australia ","Australia",0,0.0167059839005439
"3419",436,"urk","Urak_Lawoi","Austronesian","Austronesian","Southeast Asia ","Eurasia",0,0.0186122979409479
"3420",1176,"ura","Urarina","Urarina","Urarina","Amazon ","South America",2,0.018082869044289
"3421",1567,"xur","Urartian","Hurro-Urartian","Hurro-Urartian","Middle East ","Eurasia",0,0.00724722344599845
"3422",3293,"urt","Urat","Torricelli","Nuclear_Torricelli","North New Guinea ","Pacific",0,0.0174953291414141
"3423",587,"urd","Urdu","Indo-European","Indo-European","South Asia ","Eurasia",0,0.00869296096192696
"3424",2328,"urh","Urhobo","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",2,0.0187216013752914
"3425",3294,"uvh","Uri","Trans New Guinea","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.016431737020202
"3426",3295,"uri","Urim","Torricelli","Nuclear_Torricelli","North New Guinea ","Pacific",0,0.0174953291414141
"3427",3296,"upv-2","Uripiv","Austronesian","Austronesian","Pacific ","Pacific",0,0.0179532961868687
"3428",2452,"urc","Urningangk","Giimbiyu","Giimbiyu","Northern Australia ","Australia",0,0.0135422225157343
"3429",3936,"ure","Uru","Uru-Chipaya","Uru-Chipaya","Andes ","South America",0,0.00749582190637141
"3430",4032,"urz","Uru-Eu-Wau-Wau","Tupi","Tupian","Amazon ","South America",0,0.0149232652614608
"3431",1274,"urn","Uruangnirin","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0191192723484848
"3432",3297,"urv","Uruava","Austronesian","Austronesian","Pacific ","Pacific",0,0.0190899393609169
"3433",1161,"urb","Urubu-Kaapor","Tupi","Tupian","Amazon ","South America",0,0.0181109312296037
"3434",3862,"uum","Urum","Turkic","Turkic","Northern Eurasia ","Eurasia",0,0.00716126321658897
"3435",1127,"wnu","Usan","Trans New Guinea","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.0173973739607615
"3436",1102,"usa","Usarufa","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",4,0.016431737020202
"3437",1190,"ute","Ute","Uto-Aztecan","Uto-Aztecan","Western North America ","North America",0,0.00483609174164724
"3438",2329,"nix","Utoro","Kordofanian","Atlantic-Congo","West Africa ","Africa",3,0.0136004093560606
"3439",3298,"wls","Uvea_East","Austronesian","Austronesian","Pacific ","Pacific",0,0.0189882949475524
"3440",3299,"uve","Uvea_West","Austronesian","Austronesian","Pacific ","Pacific",0,0.0150983943958819
"3441",3627,"tuf","Uw Cuwa","Chibchan","Chibchan","Amazon ","South America",0,0.0148890341588967
"3442",88,"uzn","Uzbek","Turkic","Turkic","Northern Eurasia ","Eurasia",0,0.00565702769055944
"3443",353,"nmb","V'?nen_Taut","Austronesian",NA,"Pacific ","Pacific",0,0.0179532961868687
"3444",3863,"est-2","V?ro","Uralic",NA,"Northern Eurasia ","Eurasia",0,0.00575451485742036
"3445",3300,"tva","Vaghua","Austronesian","Austronesian","Pacific ","Pacific",0,0.0190899393609169
"3446",852,"vai","Vai","Mande","Mande","West Africa ","Africa",2,0.0183165141802642
"3447",3301,"tvl-3","Vaitupu","Austronesian","Austronesian","Pacific ","Pacific",0,0.0193386751418026
"3448",1071,"van","Valman","Torricelli","Nuclear_Torricelli","North New Guinea ","Pacific",0,0.0174953291414141
"3449",3302,"vlp","Valpei","Austronesian","Austronesian","Pacific ","Pacific",0,0.0180186795493395
"3450",3303,"mpr-2","Vangunu","Austronesian","Austronesian","Pacific ","Pacific",0,0.0191848554176379
"3451",944,"vnk","Vano","Austronesian","Austronesian","Pacific ","Pacific",0,0.0190693058041958
"3452",3304,"vrs","Varisi","Austronesian","Austronesian","Pacific ","Pacific",0,0.0191949471853147
"3453",3305,"xxx-5","Varsav","Austronesian",NA,"Pacific ","Pacific",0,0.0179532961868687
"3454",792,"ven","Venda","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",2,0.00985611311596737
"3455",3306,"vlr","Vera'a","Austronesian",NA,"Pacific ","Pacific",0,0.018575786981352
"3456",258,"vie","Vietnamese","Austro-Asiatic","Austroasiatic","Southeast Asia ","Eurasia",5,0.0159176864656177
"3457",4033,"vil","Vilela","Vilela","Vilela","Patagonia ","South America",0,0.0112822064479409
"3458",3307,"vnm","Vinmavis","Austronesian","Austronesian","Pacific ","Pacific",0,0.0179532961868687
"3459",3308,"mlv-2","Volow","Austronesian","Austronesian","Pacific ","Pacific",0,0.018575786981352
"3460",3309,"brj-2","Vovo","Austronesian","Austronesian","Pacific ","Pacific",0,0.0179532961868687
"3461",3310,"vnp","Vunapu","Austronesian","Austronesian","Pacific ","Pacific",0,0.0180186795493395
"3462",3311,"msn-2","Vur?s","Austronesian",NA,"Pacific ","Pacific",0,0.018575786981352
"3463",2330,"vut","Vute","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",11,0.0163006410402098
"3464",3864,"wbm","Wa","Austro-Asiatic","Austroasiatic","Southeast Asia ","Eurasia",5,0.0127122379887335
"3465",2453,"wdj-2","Wadyiginy","Northern Daly","Anson_Bay","Northern Australia ","Australia",0,0.015691807785742
"3466",3312,"waj","Waffa","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",4,0.016431737020202
"3467",3313,"sug","Wagarabai","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",2,0.0175709102758353
"3468",2454,"wga","Wagaya","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00708301146950272
"3469",229,"waq","Wagiman","Wagiman","Wagiman","Northern Australia ","Australia",0,0.015691807785742
